"Company Id"|"Domain"|"Short Name"|"Keywords"|"Description Facebook"|"Descritption HTML Meta Tag"|"Description About Page Extracted"|"Country"|"State"|"City"|"Employee Count"|"Revenue"|"Funding"|"CEO"|"Founded Year"|"Industry"|"Competitor Ids"
"100075"|"informationbuilders.com"|"Information Builders"|"business intelligence;decision support;ibi;webfocus;enterprise reporting;solutions;enterprise;information delivery;operational;data analysis;software;tools;real time;information builders;focus;reporting;mobile;"||"Information Builders   the leader in enterprise business intelligence, integration and data integrity software.."|"Founded in 1975, Information Builders continues to deliver state of the art technology that is transforming business in all commercial industries, government, and education. We remain one of the largest independent, privately held companies in the software industry.Headquartered above Madison Square Garden in New York, Information Builders operates in more than 60 global locations and has built an"|"united states"|"ny"|"new york"||||"Gerald D. Cohen; "|"01/1975"|"software internet and computer services"|"100056;"
"100078"|"evisibility.com"|"eVisibility"|||"Elevated is not your typical marketing agency. We re a results driven  obsessively so  marketing firm. And we re pretty dang proud of that. Learn more ."||"united states"|"california"|"san francisco"||||||"professional services"|"102712;104067;104069;"
"100079"|"fathomdelivers.com"|"Fathom"|"online marketing;online video production;seo firm;email marketing;paid search;seo marketing;search engine optimization;search engine marketing;online marketing firm;"||"Digital marketing agency focused on sustainable growth and inspired transformation  Content strategy, communications and sales   analytics consulting.."|"Fathom creates profitable growth through content strategy, digital marketing and sales analytics consulting that serve a greater purpose. The greater purpose is serving the mission of its customers, as well as inspiring transformation in its own people, local communities, and larger world. Fathom recognizes and appreciates the role all of its stakeholders customers, employees, shareholders, commun"|"United States"|"OH"|"Valley View"|"100"|"10000000"||"Scot Lowry; "|"02/1997"|"professional services"|"124896;100954;100179;"
"100080"|"nielsen.com"|"Nielsen"|"what people watch;Nielsen;what people buy;marketing research;Nielsen market research;what people listen to;market research companies;"|||"Whether you re eyeing markets in the next town or across continents, we understand the importance of knowing what consumers watch and buy.  That s our passion and the very heart of our business.We study consumers in more than 100 countries to give you the most complete view of trends and habits worldwide.  And we re constantly evolving, not only in terms of where we measure, or who we measure, but"||||"43000"|"6172000000"|"1600000000"||"1923"|"professional services"|"126259;122720;122837;127613;"
"100082"|"crunchbase.com"|"CrunchBase"|||"Focal Labs provides a platform for its users to create location based group photo sharing albums via smartphones.."||"United States"|"CA"|"San Francisco"|"39"|"0"|"9000000"|"Matt Kaufman; Jager McConnell; "|"2007"|"software internet and computer services"|"100486;116312;172098;100062;3932523;1283663;101158;100061;125992;154373;1841463;6916654;1484969;"
"100083"|"livestream.com"|"Livestream"|||"Livestream is the easiest way to broadcast your event live. Cloud streaming service includes playback on any device, DVR, analytics, ad insertion, CDN   support.."|"What is Livestream A place to broadcast live eventsA place to live eventsBroadcast to millions, live in HD with our Platform, Producer, Broadcaster and Studio products.Visit livestream.com, or any of our free Livestream apps for , , iPhone and Android to watch live sports, news, education, music and more.To democratize live video broadcasting and provide the tools to bring every event live online."|"united states"|"ny"|"new york"|"168"|"27000000"|"4700000"|"Max Haot; Jesse Hertzberg; "|"2006"|"media and entertainment"|"100084;100085;100107;100106;105094;123136;125641;7794987;125891;2023340;101826;10735251;100220;195062;"
"100085"|"ustream.tv"|"Ustream"|||"End to end video solutions for media and enterprises. Live streaming, video transcoding and delivery, for audience, marketing and corporate communications.."|"Must contain at least 5 characters, including a number, an uppercase and a lowercase letter.By signing up, you agree to the Terms of Service and Privacy PolicyAlready have an account  Log inBrand Assets and GuidelinesAbout UstreamExecutive BiosBrand Assets and Guidelines"||||"250"|"36000000"|"88100000"|"Brad Hunstable; "|"06/2007"|"telecommunications"|"101826;100083;100106;125147;100289;123139;105094;1255585;125891;103053;4376878;195062;1850876;4075434;10049826;"
"100087"|"sharethis.com"|"ShareThis"|||"ShareThis' social media share buttons and consumer insights drive publisher engagement and real time understanding and analytics for and data driven business.."|"We power the social web, touching the lives of 95  of U.S. Internet users acrossmore than 2 million publisher sites and 120  social media channels.ShareThis is the company for those wanting to make the world more connected, trusted and valuable through sharing. Headquartered in Palo Alto, ShareThis has offices in seven U.S. locations including New York, Los Angeles and Chicago. ShareThis is a priv"|"united states"|"arizona"|"scottsdale"|"101"|"38000000"|"53950600"|"Kurt Abrahamson; "|"2007"|"software internet and computer services"|"100088;100473;125406;711582;4388903;6871968;9878221;4825998;4095656;1177191;1157414;100552;"
"100088"|"shareaholic.com"|"Shareaholic"|||"Seen   used by millions every day, the Open Share Icon is designed to help users easily identify shareable content.."|"Shareaholic is a leader in driving content discovery, amplification and visitor engagement online.Founded in 2009 and based in Boston, Massachusetts, Shareaholic has quickly grown from a  nights and weekends  project to the preferred discovery, amplification and engagement platform for more than 300,000 websites, representing one of the largest and fastest growing networks of content publishers on"|"united states"|"massachusetts"|"cambridge"||"5000000"|"7955000"|"Raymie Stata; Jay Meattle; "|"2009"|"software internet and computer services"|"100087;"
"100089"|"trueinfluence.com"|"True Influence"|"funnel marketing;email marketing;marketing leads;whitepaper marketing;sales leads;web lead generation;online lead generation;webinar marketing;sales ready leads;b2b lead generation;list purchase;marketing automation;pay for performance;"||"True Influence provides B2B lead generation, webinar marketing, sales ready leads per pay for performance email marketing.. True Influence  provides B2B lead generation, webinar marketing, sales ready leads per pay for performance email marketing.."|"True Influence is a data driven technology company that connects you with your next customer.We expertly leverage data, technology and content to drive high impact marketing campaigns and share detailed data insight to help you win new business   fast.The team that defines the journey and whose vision inspires True Influence s global teams to achieve the same goals."|"united states"|"maryland"|"bethesda"|"81"|"9000000"||"Brian Giese; "|"08/2008"|"software internet and computer services"|"100383;122135;133399;"
"100092"|"zooppa.com"|"Zooppa"||"Zooppa   la piattaforma leader per la produzione di contenuti pubblicitari in crowdsourcing. "|||"united states"|"wa"|"seattle"|"60"|"5000000"|"3400000"|"Wil Merritt; "|"06/2007"|"software internet and computer services"|"100044;123366;"
"100093"|"microventures.com"|"MicroVentures"|||"MicroVentures combines Venture Capital and Equity Crowdfunding. We conduct detailed due diligence to allow you to invest in startups with confidence.."|"Founded in 2009, MicroVentures built a platform that gives both accredited and non accredited investors access to invest in startups. Over  85M has been raised on our platform to date.MicroVentures is one of the financial industry's first organizations which merges crowdfunding with the venture capital industry. The San Francisco, CA and Austin, TX based firm provides an opportunity for angel inve"|"united states"|"fl"|"jacksonville"||"1000000"|"2010000"|"William M. Clark; Bill Clark; "|"2009"||"2235483;116312;200991;"
"100094"|"rockethub.com"|"RocketHub"||||"Partnership Announcement  A E   RocketHub   Crowdfunding Goes BigYou want your crowdfunding project to be successful. Period. You want your project to be where it belongs, and you want it to be noticed. You're busy and you need this to be worth your time. You want to do nothing less than to dazzle your supporters.We get it. We know what it feels like to take a risk for your passion, because we've "||||"46"|"36000000"||"Brian Meece; "|"08/2009"|"software internet and computer services"|"101019;100095;"
